,Alias,AppAccountFlag,AttrStatus,ChatRoomId,City,ContactFlag,DisplayName,EncryChatRoomId,HeadImgUrl,HideInputBarFlag,IsAdmin,IsOwner,KeyWord,MemberCount,MemberList,NickName,OwnerUin,PYInitial,PYQuanPin,Province,RemarkName,RemarkPYInitial,RemarkPYQuanPin,Self,Sex,Signature,SnsFlag,StarFriend,Statues,Uin,UniFriend,UserName,VerifyFlag
9,,0,0,0,,1,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=661100471&username=@@57ef305bf8a5f6fbb5095f63e9f5da48250a1f475bce2d4c372a8f4a0c904c08&skey=@crypt_738f2167_d13b312d7fba3495f94905ef62743483,0,,0,,0,[],ğŸ“… ç¤¾ç§‘èµ›æ–¯ç¬¬ä¸€ç»„,0,?SKSSDYZ,?shekesaisidiyizu,,,,,"{u'UserName': u'@1daa95abf62449359d88c456640a28fe', u'City': u'', u'DisplayName': u'', u'UniFriend': 0, u'OwnerUin': 0, u'MemberList': [], u'PYQuanPin': u'', u'RemarkPYInitial': u'', u'Uin': 19107685, u'AppAccountFlag': 0, u'VerifyFlag': 0, u'Province': u'', u'KeyWord': u'', u'RemarkName': u'', u'PYInitial': u'', u'ChatRoomId': 0, u'HideInputBarFlag': 0, u'HeadImgFlag': 1, u'EncryChatRoomId': u'', u'AttrStatus': 0, u'SnsFlag': 17, u'MemberCount': 0, u'WebWxPluginSwitch': 0, u'Alias': u'', u'Signature': u'ç”Ÿæ´»ä¸æ˜“ï¼Œä¸”è¡Œä¸”çæƒœ', u'ContactFlag': 0, u'NickName': u'MIKE', u'RemarkPYQuanPin': u'', u'HeadImgUrl': u'/cgi-bin/mmwebwx-bin/webwxgeticon?seq=567821827&username=@1daa95abf62449359d88c456640a28fe&skey=@crypt_738f2167_d13b312d7fba3495f94905ef62743483', u'Sex': 1, u'StarFriend': 0, u'Statues': 0}",0,,0,0,0,0,0,@@57ef305bf8a5f6fbb5095f63e9f5da48250a1f475bce2d4c372a8f4a0c904c08,0
10,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=690485418&username=@@f44d70ac08c579090256c39d16d0ea21abe1fab3dda71a52f42c5705372ca56d&skey=@crypt_738f2167_d13b312d7fba3495f94905ef62743483,0,,0,,0,[],ç¤¾ç§‘17 90åç¾¤^_^,0,SK1790HQ,sheke1790houqun,,,,,"{u'UserName': u'@1daa95abf62449359d88c456640a28fe', u'City': u'', u'DisplayName': u'', u'UniFriend': 0, u'OwnerUin': 0, u'MemberList': [], u'PYQuanPin': u'', u'RemarkPYInitial': u'', u'Uin': 19107685, u'AppAccountFlag': 0, u'VerifyFlag': 0, u'Province': u'', u'KeyWord': u'', u'RemarkName': u'', u'PYInitial': u'', u'ChatRoomId': 0, u'HideInputBarFlag': 0, u'HeadImgFlag': 1, u'EncryChatRoomId': u'', u'AttrStatus': 0, u'SnsFlag': 17, u'MemberCount': 0, u'WebWxPluginSwitch': 0, u'Alias': u'', u'Signature': u'ç”Ÿæ´»ä¸æ˜“ï¼Œä¸”è¡Œä¸”çæƒœ', u'ContactFlag': 0, u'NickName': u'MIKE', u'RemarkPYQuanPin': u'', u'HeadImgUrl': u'/cgi-bin/mmwebwx-bin/webwxgeticon?seq=567821827&username=@1daa95abf62449359d88c456640a28fe&skey=@crypt_738f2167_d13b312d7fba3495f94905ef62743483', u'Sex': 1, u'StarFriend': 0, u'Statues': 0}",0,,0,0,1,0,0,@@f44d70ac08c579090256c39d16d0ea21abe1fab3dda71a52f42c5705372ca56d,0
11,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=692625419&username=@@fda317a88de9624222f5617df2d025b7dc3e069b9cf82fa968cba93bdca0fe91&skey=@crypt_738f2167_d13b312d7fba3495f94905ef62743483,0,,1,,0,[],å’Œåˆ©æ—¶å¥½æœ‹å‹,0,HLSHPY,helishihaopengyou,,,,,"{u'UserName': u'@1daa95abf62449359d88c456640a28fe', u'City': u'', u'DisplayName': u'', u'UniFriend': 0, u'OwnerUin': 0, u'MemberList': [], u'PYQuanPin': u'', u'RemarkPYInitial': u'', u'Uin': 19107685, u'AppAccountFlag': 0, u'VerifyFlag': 0, u'Province': u'', u'KeyWord': u'', u'RemarkName': u'', u'PYInitial': u'', u'ChatRoomId': 0, u'HideInputBarFlag': 0, u'HeadImgFlag': 1, u'EncryChatRoomId': u'', u'AttrStatus': 0, u'SnsFlag': 17, u'MemberCount': 0, u'WebWxPluginSwitch': 0, u'Alias': u'', u'Signature': u'ç”Ÿæ´»ä¸æ˜“ï¼Œä¸”è¡Œä¸”çæƒœ', u'ContactFlag': 0, u'NickName': u'MIKE', u'RemarkPYQuanPin': u'', u'HeadImgUrl': u'/cgi-bin/mmwebwx-bin/webwxgeticon?seq=567821827&username=@1daa95abf62449359d88c456640a28fe&skey=@crypt_738f2167_d13b312d7fba3495f94905ef62743483', u'Sex': 1, u'StarFriend': 0, u'Statues': 0}",0,,0,0,0,0,0,@@fda317a88de9624222f5617df2d025b7dc3e069b9cf82fa968cba93bdca0fe91,0
12,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=692639924&username=@@8fb918e071c7f2f6a0f50630c804d32f387cea42afaf2cdd26a433be6f4c1e58&skey=@crypt_738f2167_d13b312d7fba3495f94905ef62743483,0,,0,,0,[],è½¨é“ç”µè·¯é¡¹ç›®ç»„,0,GDDLXMZ,guidaodianluxiangmuzu,,,,,"{u'UserName': u'@1daa95abf62449359d88c456640a28fe', u'City': u'', u'DisplayName': u'', u'UniFriend': 0, u'OwnerUin': 0, u'MemberList': [], u'PYQuanPin': u'', u'RemarkPYInitial': u'', u'Uin': 19107685, u'AppAccountFlag': 0, u'VerifyFlag': 0, u'Province': u'', u'KeyWord': u'', u'RemarkName': u'', u'PYInitial': u'', u'ChatRoomId': 0, u'HideInputBarFlag': 0, u'HeadImgFlag': 1, u'EncryChatRoomId': u'', u'AttrStatus': 0, u'SnsFlag': 17, u'MemberCount': 0, u'WebWxPluginSwitch': 0, u'Alias': u'', u'Signature': u'ç”Ÿæ´»ä¸æ˜“ï¼Œä¸”è¡Œä¸”çæƒœ', u'ContactFlag': 0, u'NickName': u'MIKE', u'RemarkPYQuanPin': u'', u'HeadImgUrl': u'/cgi-bin/mmwebwx-bin/webwxgeticon?seq=567821827&username=@1daa95abf62449359d88c456640a28fe&skey=@crypt_738f2167_d13b312d7fba3495f94905ef62743483', u'Sex': 1, u'StarFriend': 0, u'Statues': 0}",0,,0,0,0,0,0,@@8fb918e071c7f2f6a0f50630c804d32f387cea42afaf2cdd26a433be6f4c1e58,0
13,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=685328726&username=@@fabe7b16e22f1e19f26fba580cfc2795e964d72b80c5386b56cd111aa01318e7&skey=@crypt_738f2167_d13b312d7fba3495f94905ef62743483,0,,0,,0,[],ç¡¬ä»¶è®¾è®¡ä¸­å¿ƒ,0,YJSJZX,yingjianshejizhongxin,,,,,"{u'UserName': u'@1daa95abf62449359d88c456640a28fe', u'City': u'', u'DisplayName': u'', u'UniFriend': 0, u'OwnerUin': 0, u'MemberList': [], u'PYQuanPin': u'', u'RemarkPYInitial': u'', u'Uin': 19107685, u'AppAccountFlag': 0, u'VerifyFlag': 0, u'Province': u'', u'KeyWord': u'', u'RemarkName': u'', u'PYInitial': u'', u'ChatRoomId': 0, u'HideInputBarFlag': 0, u'HeadImgFlag': 1, u'EncryChatRoomId': u'', u'AttrStatus': 0, u'SnsFlag': 17, u'MemberCount': 0, u'WebWxPluginSwitch': 0, u'Alias': u'', u'Signature': u'ç”Ÿæ´»ä¸æ˜“ï¼Œä¸”è¡Œä¸”çæƒœ', u'ContactFlag': 0, u'NickName': u'MIKE', u'RemarkPYQuanPin': u'', u'HeadImgUrl': u'/cgi-bin/mmwebwx-bin/webwxgeticon?seq=567821827&username=@1daa95abf62449359d88c456640a28fe&skey=@crypt_738f2167_d13b312d7fba3495f94905ef62743483', u'Sex': 1, u'StarFriend': 0, u'Statues': 0}",0,,0,0,0,0,0,@@fabe7b16e22f1e19f26fba580cfc2795e964d72b80c5386b56cd111aa01318e7,0
14,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=690486264&username=@@ad9b5e049716a519861213e05e77cb998e54fa41ba0988d8bbe4a0af08899c33&skey=@crypt_738f2167_d13b312d7fba3495f94905ef62743483,0,,0,,0,[],2000Sè½¨é“ç”µè·¯å¼€å‘,0,2000SGDDLKF,2000Sguidaodianlukaifa,,,,,"{u'UserName': u'@1daa95abf62449359d88c456640a28fe', u'City': u'', u'DisplayName': u'', u'UniFriend': 0, u'OwnerUin': 0, u'MemberList': [], u'PYQuanPin': u'', u'RemarkPYInitial': u'', u'Uin': 19107685, u'AppAccountFlag': 0, u'VerifyFlag': 0, u'Province': u'', u'KeyWord': u'', u'RemarkName': u'', u'PYInitial': u'', u'ChatRoomId': 0, u'HideInputBarFlag': 0, u'HeadImgFlag': 1, u'EncryChatRoomId': u'', u'AttrStatus': 0, u'SnsFlag': 17, u'MemberCount': 0, u'WebWxPluginSwitch': 0, u'Alias': u'', u'Signature': u'ç”Ÿæ´»ä¸æ˜“ï¼Œä¸”è¡Œä¸”çæƒœ', u'ContactFlag': 0, u'NickName': u'MIKE', u'RemarkPYQuanPin': u'', u'HeadImgUrl': u'/cgi-bin/mmwebwx-bin/webwxgeticon?seq=567821827&username=@1daa95abf62449359d88c456640a28fe&skey=@crypt_738f2167_d13b312d7fba3495f94905ef62743483', u'Sex': 1, u'StarFriend': 0, u'Statues': 0}",0,,0,0,0,0,0,@@ad9b5e049716a519861213e05e77cb998e54fa41ba0988d8bbe4a0af08899c33,0
15,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=685336709&username=@@49c8a5e529b5ce5fb893cd46dd670ae6ad8c2c2caacf41e8342c89396a4c5ab0&skey=@crypt_738f2167_d13b312d7fba3495f94905ef62743483,0,,1,,0,[],ä¸‰äº”ç­,0,SWB,sanwuban,,,,,"{u'UserName': u'@1daa95abf62449359d88c456640a28fe', u'City': u'', u'DisplayName': u'', u'UniFriend': 0, u'OwnerUin': 0, u'MemberList': [], u'PYQuanPin': u'', u'RemarkPYInitial': u'', u'Uin': 19107685, u'AppAccountFlag': 0, u'VerifyFlag': 0, u'Province': u'', u'KeyWord': u'', u'RemarkName': u'', u'PYInitial': u'', u'ChatRoomId': 0, u'HideInputBarFlag': 0, u'HeadImgFlag': 1, u'EncryChatRoomId': u'', u'AttrStatus': 0, u'SnsFlag': 17, u'MemberCount': 0, u'WebWxPluginSwitch': 0, u'Alias': u'', u'Signature': u'ç”Ÿæ´»ä¸æ˜“ï¼Œä¸”è¡Œä¸”çæƒœ', u'ContactFlag': 0, u'NickName': u'MIKE', u'RemarkPYQuanPin': u'', u'HeadImgUrl': u'/cgi-bin/mmwebwx-bin/webwxgeticon?seq=567821827&username=@1daa95abf62449359d88c456640a28fe&skey=@crypt_738f2167_d13b312d7fba3495f94905ef62743483', u'Sex': 1, u'StarFriend': 0, u'Statues': 0}",0,,0,0,0,0,0,@@49c8a5e529b5ce5fb893cd46dd670ae6ad8c2c2caacf41e8342c89396a4c5ab0,0
16,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=692683850&username=@@4efc7eeb6ac46b5608099efc431b3974e2df5b1482f53eb47e4ae326a7f422e5&skey=@crypt_738f2167_d13b312d7fba3495f94905ef62743483,0,,0,,0,[],è½¦è½½ï¼ˆåœ°é¢ï¼‰å¹³å°,0,CZDMPT,chezaidemianpingtai,,,,,"{u'UserName': u'@1daa95abf62449359d88c456640a28fe', u'City': u'', u'DisplayName': u'', u'UniFriend': 0, u'OwnerUin': 0, u'MemberList': [], u'PYQuanPin': u'', u'RemarkPYInitial': u'', u'Uin': 19107685, u'AppAccountFlag': 0, u'VerifyFlag': 0, u'Province': u'', u'KeyWord': u'', u'RemarkName': u'', u'PYInitial': u'', u'ChatRoomId': 0, u'HideInputBarFlag': 0, u'HeadImgFlag': 1, u'EncryChatRoomId': u'', u'AttrStatus': 0, u'SnsFlag': 17, u'MemberCount': 0, u'WebWxPluginSwitch': 0, u'Alias': u'', u'Signature': u'ç”Ÿæ´»ä¸æ˜“ï¼Œä¸”è¡Œä¸”çæƒœ', u'ContactFlag': 0, u'NickName': u'MIKE', u'RemarkPYQuanPin': u'', u'HeadImgUrl': u'/cgi-bin/mmwebwx-bin/webwxgeticon?seq=567821827&username=@1daa95abf62449359d88c456640a28fe&skey=@crypt_738f2167_d13b312d7fba3495f94905ef62743483', u'Sex': 1, u'StarFriend': 0, u'Statues': 0}",0,,0,0,0,0,0,@@4efc7eeb6ac46b5608099efc431b3974e2df5b1482f53eb47e4ae326a7f422e5,0
17,,0,0,0,,1,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=692706824&username=@@2425dce8311d5f629f148fe94c2176d45fe19b1b690ae89fb23c6e0fb1838026&skey=@crypt_738f2167_d13b312d7fba3495f94905ef62743483,0,,0,,0,[],ç¤¾ç§‘17çº§å›½è´¸ä¸€ç­,0,SK17JGMYB,sheke17jiguomaoyiban,,,,,"{u'UserName': u'@1daa95abf62449359d88c456640a28fe', u'City': u'', u'DisplayName': u'', u'UniFriend': 0, u'OwnerUin': 0, u'MemberList': [], u'PYQuanPin': u'', u'RemarkPYInitial': u'', u'Uin': 19107685, u'AppAccountFlag': 0, u'VerifyFlag': 0, u'Province': u'', u'KeyWord': u'', u'RemarkName': u'', u'PYInitial': u'', u'ChatRoomId': 0, u'HideInputBarFlag': 0, u'HeadImgFlag': 1, u'EncryChatRoomId': u'', u'AttrStatus': 0, u'SnsFlag': 17, u'MemberCount': 0, u'WebWxPluginSwitch': 0, u'Alias': u'', u'Signature': u'ç”Ÿæ´»ä¸æ˜“ï¼Œä¸”è¡Œä¸”çæƒœ', u'ContactFlag': 0, u'NickName': u'MIKE', u'RemarkPYQuanPin': u'', u'HeadImgUrl': u'/cgi-bin/mmwebwx-bin/webwxgeticon?seq=567821827&username=@1daa95abf62449359d88c456640a28fe&skey=@crypt_738f2167_d13b312d7fba3495f94905ef62743483', u'Sex': 1, u'StarFriend': 0, u'Statues': 0}",0,,0,0,0,0,0,@@2425dce8311d5f629f148fe94c2176d45fe19b1b690ae89fb23c6e0fb1838026,0
18,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=692711363&username=@@feae3ec8269a3dcc74b3a141d7b7288be814073cb509da079189e2626ceb248a&skey=@crypt_738f2167_d13b312d7fba3495f94905ef62743483,0,,0,,0,[],MBAå•èº«åŒå­¦äº¤å‹ç¾¤,0,MBADSTXJYQ,MBAdanshentongxuejiaoyouqun,,,,,"{u'UserName': u'@1daa95abf62449359d88c456640a28fe', u'City': u'', u'DisplayName': u'', u'UniFriend': 0, u'OwnerUin': 0, u'MemberList': [], u'PYQuanPin': u'', u'RemarkPYInitial': u'', u'Uin': 19107685, u'AppAccountFlag': 0, u'VerifyFlag': 0, u'Province': u'', u'KeyWord': u'', u'RemarkName': u'', u'PYInitial': u'', u'ChatRoomId': 0, u'HideInputBarFlag': 0, u'HeadImgFlag': 1, u'EncryChatRoomId': u'', u'AttrStatus': 0, u'SnsFlag': 17, u'MemberCount': 0, u'WebWxPluginSwitch': 0, u'Alias': u'', u'Signature': u'ç”Ÿæ´»ä¸æ˜“ï¼Œä¸”è¡Œä¸”çæƒœ', u'ContactFlag': 0, u'NickName': u'MIKE', u'RemarkPYQuanPin': u'', u'HeadImgUrl': u'/cgi-bin/mmwebwx-bin/webwxgeticon?seq=567821827&username=@1daa95abf62449359d88c456640a28fe&skey=@crypt_738f2167_d13b312d7fba3495f94905ef62743483', u'Sex': 1, u'StarFriend': 0, u'Statues': 0}",0,,0,0,0,0,0,@@feae3ec8269a3dcc74b3a141d7b7288be814073cb509da079189e2626ceb248a,0
19,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=692720776&username=@@d29ee3e27ca083ce2b5d3f52588cf32b7984ce348cf1dc3911588e5b258243bd&skey=@crypt_738f2167_d13b312d7fba3495f94905ef62743483,0,,0,,0,[],è¿æ–°æ™šä¼šçº¢æ¯¯ç¾¤,0,YXWHHTQ,yingxinwanhuihongtanqun,,,,,"{u'UserName': u'@1daa95abf62449359d88c456640a28fe', u'City': u'', u'DisplayName': u'', u'UniFriend': 0, u'OwnerUin': 0, u'MemberList': [], u'PYQuanPin': u'', u'RemarkPYInitial': u'', u'Uin': 19107685, u'AppAccountFlag': 0, u'VerifyFlag': 0, u'Province': u'', u'KeyWord': u'', u'RemarkName': u'', u'PYInitial': u'', u'ChatRoomId': 0, u'HideInputBarFlag': 0, u'HeadImgFlag': 1, u'EncryChatRoomId': u'', u'AttrStatus': 0, u'SnsFlag': 17, u'MemberCount': 0, u'WebWxPluginSwitch': 0, u'Alias': u'', u'Signature': u'ç”Ÿæ´»ä¸æ˜“ï¼Œä¸”è¡Œä¸”çæƒœ', u'ContactFlag': 0, u'NickName': u'MIKE', u'RemarkPYQuanPin': u'', u'HeadImgUrl': u'/cgi-bin/mmwebwx-bin/webwxgeticon?seq=567821827&username=@1daa95abf62449359d88c456640a28fe&skey=@crypt_738f2167_d13b312d7fba3495f94905ef62743483', u'Sex': 1, u'StarFriend': 0, u'Statues': 0}",0,,0,0,0,0,0,@@d29ee3e27ca083ce2b5d3f52588cf32b7984ce348cf1dc3911588e5b258243bd,0
